id,type,title,language,iswc,disambiguation,datestamp
fc2139d7-f475-3586-ac15-801778a31d5d,Song,Amazed,eng,T-071.056.673-6,,2021-09-01 07:54:18.340746
716c35fc-7849-4e3b-a5c9-49bd9c43a382,Song,Cupid Carries a Gun,eng,,,2021-09-01 07:54:18.340746
86c4cbef-0c0f-31be-b4ef-c525ecbeceec,Song,Judas Be My Guide,eng,,,2021-09-01 07:54:18.340746
2d4d39bc-049a-470d-961e-5b0ae2726b61,Song,Fog,eng,,,2021-09-01 07:54:18.340746
3dfc1657-ecb8-4078-8fee-62e8b8d348a6,Song,Dream Away,eng,,,2021-09-01 07:54:18.340746
93f43ba6-9d2e-44e4-8e3a-2f4640f60dd5,Song,Sub-culture,eng,T-011.312.835-0,,2021-09-01 07:54:18.340746
f90c10dc-aebf-4d13-9b34-d231e6b98f39,Song,For You (Fifty Shades Freed),eng,T-922.857.531-3,,2021-09-01 07:54:18.340746
1e839a35-628d-4368-a72b-eecd09cd034f,Song,Hellbound,eng,,,2021-09-01 07:54:18.340746
6ab7f467-807c-4475-90c1-5cafad4dba55,Song,Hear Me Lord,eng,T-010.098.642-2,,2021-09-01 07:54:18.340746
043fcf5d-3e25-409b-bd62-96b62512dd88,,Never Gonna Be Another,eng,,,2021-09-01 07:54:18.340746
bc0cdd41-eaa3-3330-b972-8e8174b9e64d,Song,Hark! The Herald Angels Sing,eng,,Christmas carol,2021-09-01 07:54:18.340746
590d936d-3a7a-4cf6-a245-c67dc9e223fa,Song,Private Public Breakdown,eng,,,2021-09-01 07:54:18.340746
e077bb28-6bf2-3ca0-9524-19f35a172e2d,,Friend to Friend,,,,2021-09-01 07:54:18.340746
38a5e0a3-05ea-4cff-8ca3-7b6dc7229436,Song,Sleeping with the Enemy,eng,,,2021-09-01 07:54:18.340746
d2a6435c-54e9-4651-a04b-e22f8f72eb12,Song,Threat of Love,eng,T-011.530.839-8,,2021-09-01 07:54:18.340746
b855a9c6-6a2b-4505-bcc9-5b9d4f8e8e92,Song,East. West. North. South,eng,T-011.650.264-7,,2021-09-01 07:54:18.340746
17aa204f-1fa2-361a-b17c-cd1c166bcce8,Song,Subterranean Homesick Alien,eng,T-010.257.772-9,,2021-09-01 07:54:18.340746
39b6e182-23a8-4346-89e1-7f05d700ee6b,Song,Amar haciendo el amor,spa,,,2021-09-01 07:54:18.340746
3d5cafe8-aa81-4b45-8aa1-3e530cf52344,Song,All Night Passion,eng,,,2021-09-01 07:54:18.340746
bcd490e5-dac7-3b8a-b423-ae17e1209f3d,Song,Come Together,eng,T-900.009.636-6,,2021-09-01 07:54:18.340746
02168e5b-8605-44d8-86e0-1a561ca1f4ef,Song,A Year Late,eng,T-010.253.111-2,,2021-09-01 07:54:18.340746
b1504a46-3f9c-4deb-866b-6ee63ed6e2bd,Song,Lose Control,eng,T-906.076.918-8,,2021-09-01 07:54:18.340746
98793bac-b79c-3a29-a438-fde1cc7134e3,Song,Breadfan,eng,T-010.455.606-0,,2021-09-01 07:54:18.340746
4fd67293-032f-4a78-8c19-ebde8957da36,Song,My Pledge,eng,T-920.267.791-6,,2021-09-01 07:54:18.340746
d8ebd1ca-c4e3-4eda-b15a-ffe53d674a99,Song,Wings of Speed,eng,,,2021-09-01 07:54:18.340746
b4c786f7-38b7-34da-af89-cefaf631b525,Song,Fantasy,eng,,,2021-09-01 07:54:18.340746
ccbdd28d-853b-498a-b730-34e455288832,Song,I’ll Never Stand in Your Way,eng,T-070.903.446-7,,2021-09-01 07:54:18.340746
06983bf9-e5ee-4bd0-a5de-b60c2e476ede,Song,The Vampyre of Time and Memory,eng,,,2021-09-01 07:54:18.340746
1bbc93e6-459e-4ab9-9b62-54f1f5f66b0b,Song,Half Full Jam,eng,T-910.942.107-0,,2021-09-01 07:54:18.340746
caf0fe30-9834-4d5f-9209-cc4aef0f28d2,Song,Mercy on me,eng,T-911.536.103-0,,2021-09-01 07:54:18.340746
c94e9ef3-9fa3-4a11-849c-c86d63c3b00e,Song,Can’t Let Her Go,eng,,,2021-09-01 07:54:18.340746
5cb674a9-148a-355e-bfd2-5c4fa38771eb,Song,Unintended,,,,2021-09-01 07:54:18.340746
5349ec56-331d-367b-9453-017834bccdb7,Song,Killer Queen,eng,T-010.154.471-1,,2021-09-01 07:54:18.340746
af2f8f11-4715-3ae1-b7b5-765f7e407a06,,The Anonymous Alcoholic,,,,2021-09-01 07:54:18.340746
3547f402-a17d-486f-9c3f-8651ab19fa38,Song,Dirty Dreams,eng,T-071.979.278-5,,2021-09-01 07:54:18.340746
8488ad53-6228-4168-8c34-f3f302b34db1,Song,McFearless,eng,T-072.978.449-9,,2021-09-01 07:54:18.340746
8575c765-827b-4359-a986-54446eaaacb9,Song,Wild Rhythm (European mix part 1),eng,,,2021-09-01 07:54:18.340746
5861cee0-4f9a-4938-8879-43553a3c77b7,Song,Intro: Plus Minus Absurdio,,T-031.563.961-2,,2021-09-01 07:54:18.340746
d3a7f765-d625-45bf-a755-5989c101b8f7,Song,Nasty,eng,,,2021-09-01 07:54:18.340746
6b9389d3-a8a7-4db1-8d29-1352a3c3f1b5,Song,Electric,eng,,,2021-09-01 07:54:18.340746
75c36992-b524-41ed-a404-9f580d809e99,,Fuck Up Some Commas,,,,2021-09-01 07:54:18.340746
f8113294-2bcc-4272-b9bf-2093d108d493,,Tomorrow's World Today,eng,,,2021-09-01 07:54:18.340746
dec9e186-3ec1-3107-84f7-4214dc887271,,Every Planet We Reach Is Dead,,,,2021-09-01 07:54:18.340746
02d717e8-5f24-487d-a9cf-eab6474de439,Song,4 Winds,,T-011.733.686-3,,2021-09-01 07:54:18.340746
c568788a-ccb4-4eaf-8aa1-3fc58549302a,Song,…Like Clockwork,eng,,,2021-09-01 07:54:18.340746
cef48633-492c-3061-8b5e-a1b277b9b321,Song,Soul Power,eng,T-070.243.848-9,,2021-09-01 07:54:18.340746
08a6c475-7f07-4b95-92bb-2fb9e8a9c0a8,Song,Lonely Blue Boy,eng,T-070.096.714-1,Danny,2021-09-01 07:54:18.340746
9b21e360-387a-4984-abfe-8c9de7084716,Song,I'm a Villain,eng,,,2021-09-01 07:54:18.340746
69d14262-4c7d-3c17-bda2-e447d3b6b460,,Ooh Poo Pah Doo,,,,2021-09-01 07:54:18.340746
f2ffef07-af3c-4382-b17b-922b7a55bcbf,Song,Colourblind,eng,T-031.650.952-0,,2021-09-01 07:54:18.340746
f83ccf6b-a1df-402d-897d-04cd35e36e64,Song,For the Millionth and the Last Time,eng,T-070.056.191-6,,2021-09-01 07:54:18.340746
ecbce864-e125-4910-ab6b-1dc02d712f50,Song,Still (I Love You Still),,,,2021-09-01 07:54:18.340746
ea8221f1-f0e4-3614-aa91-99f5fee62112,Song,A Punchup at a Wedding. (No No No No No No No No.),eng,T-010.049.838-1,,2021-09-01 07:54:18.340746
b65f8ea2-4974-4366-b03f-8a7c00abc9a7,Song,Glory,eng,T-703.429.251-0,JMJ/M83,2021-09-01 07:54:18.340746
6fc5067e-cbd0-386a-9702-b009db6885a4,Song,Je ne t’aime plus,fra,T-003.116.520-4,,2021-09-01 07:54:18.340746
31b4a299-505f-4e30-bfd6-be9f75046015,Song,A Face Like That,eng,T-912.671.832-9,,2021-09-01 07:54:18.340746
11de07b9-e968-42d5-96df-f6e40e9a8d24,Song,Rubber Bullets,eng,T-010.173.225-5,,2021-09-01 07:54:18.340746
0986865f-0da1-48db-a75c-a03f33197dee,Song,The Street,eng,,,2021-09-01 07:54:18.340746
af96fd8d-2e42-4676-b328-f5c776b77e5d,Song,Anything Is Possible,eng,T-902.818.292-5,,2021-09-01 07:54:18.340746
51f1c602-998f-4cf7-88c8-e3d9f5935367,Song,Through It All,eng,,,2021-09-01 07:54:18.340746
c5e9e490-2ec3-4518-b125-91786006aa7e,Song,Hurting,,,,2021-09-01 07:54:18.340746
4f815097-9b62-424c-a5b2-9072e898d6c4,,Iceberg,,,,2021-09-01 07:54:18.340746
2a404d6b-db1c-3b9e-b310-3c8071a6d07d,Song,Bigmouth Strikes Again,eng,T-900.231.896-9,,2021-09-01 07:54:18.340746
0dc106e9-16b3-446d-8c3d-cf6ee34f4ad5,Song,If I Said,eng,,,2021-09-01 07:54:18.340746
82381e8b-0a0d-3bcd-9f5e-b4ece355d2d7,Song,Out of the Shadows,eng,,,2021-09-01 07:54:18.340746
4e3171f6-9ccd-4f50-a87d-ff0f9bee3bc5,Song,Exes,,,,2021-09-01 07:54:18.340746
037ac17b-1c73-4ef9-8512-f251b843b21f,Song,Don't Tell It,eng,,,2021-09-01 07:54:18.340746
18820ab5-2c0c-4a34-be5a-a3008b563562,Song,Kirk and Rob Doodle,zxx,,,2021-09-01 07:54:18.340746
6ce16eb7-8421-3d92-b176-b4e1b702d2d3,Song,Pure,,T-010.321.222-1,,2021-09-01 07:54:18.340746
b099ac53-5de6-4d85-9185-b5408b8253b1,Song,Bull-Rush,eng,,,2021-09-01 07:54:18.340746
7ff7f373-3c68-45e6-8293-1e1b2bfedfe2,Song,Here We Are,eng,T-700.021.540-9,,2021-09-01 07:54:18.340746
cee343d8-36e5-45fb-bfdd-8c5c57c80cab,,Interlude: Livin’… in Complete Darkness,,,,2021-09-01 07:54:18.340746
0cff8449-f482-3a26-a948-c89a02102677,Song,Behold a Lady,eng,T-071.857.429-8,,2021-09-01 07:54:18.340746
6beaa000-f8cf-4efb-b052-8a454b837e41,Song,The Man With the Horn,eng,,,2021-09-01 07:54:18.340746
d2363d8e-b39e-3032-bf33-f7c82d0d2818,Song,Hometown Glory,eng,T-905.386.132-8,,2021-09-01 07:54:18.340746
daea35ac-2bf9-4f76-88ae-60f897e78709,Song,Sing for Me,eng,,,2021-09-01 07:54:18.340746
e6ab0213-57ad-34fe-8f7f-c8364df62a83,Song,I Believe in You,eng,T-070.080.356-0,,2021-09-01 07:54:18.340746
162d3412-7593-35c2-af58-e79c9fc57924,,Change of Heart,,,,2021-09-01 07:54:18.340746
64962ed3-713e-4db6-ba53-f16674116720,Song,Alive,eng,T-073.130.890-9,,2021-09-01 07:54:18.340746
93920488-4ecf-433d-87b6-462431b3e201,Song,How Long,eng,T-010.331.699-9,,2021-09-01 07:54:18.340746
c9dc8799-d482-4fe6-8179-6762705d9fbe,Song,Girl,eng,,,2021-09-01 07:54:18.340746
445ea212-7d33-4c36-8129-ad86550284e3,Song,Olive Oil,eng,,,2021-09-01 07:54:18.340746
56afaac4-82ec-4d5a-bcbe-9eed42a4e1a4,Song,Dinner & Diatribes,eng,,,2021-09-01 07:54:18.340746
5605f6a8-8eba-4304-8ba7-57d46378425a,Song,Lies,eng,,,2021-09-01 07:54:18.340746
7e9cc958-206b-45a2-ab15-9f8a765b6beb,Song,Don’t Sell Yourself Short,eng,T-011.431.037-0,,2021-09-01 07:54:18.340746
05bd1aac-60b5-4d65-b5a5-1022b5f7dc3f,Song,Everything Is Permitted,eng,,,2021-09-01 07:54:18.340746
1d11ed60-e2da-4389-a32c-c77549df9a1a,Song,Unconditional,eng,,,2021-09-01 07:54:18.340746
56cfe2e2-309c-3e1a-90bc-46180956faf4,Song,Lola,eng,T-010.167.046-5,,2021-09-01 07:54:18.340746
ecfb52b4-2ab9-426d-9ebe-7270ab54b96f,Song,I Want You,eng,,,2021-09-01 07:54:18.340746
2241d8bf-763d-4beb-ab92-f53684fc472c,Song,Men and Maggots,zxx,T-900.165.965-0,,2021-09-01 07:54:18.340746
c0de9b7c-7425-41e9-8c38-83b4abdaa309,Song,I'll Give You a Ring,eng,T-011.634.224-5,,2021-09-01 07:54:18.340746
a719643a-7dec-4065-8ee4-8aa3e40f409d,,Tomorrow,,,,2021-09-01 07:54:18.340746
101316cc-d280-47e2-89b5-f7d2ca74845f,Song,Build Me Up Buttercup,eng,T-010.437.753-8,,2021-09-01 07:54:18.340746
c9f76ba3-e75d-3782-af63-b29073087fd7,Song,Almost Grown,eng,T-070.231.932-1,,2021-09-01 07:54:18.340746
d06c5d8b-6bc0-4597-8e46-57238a651092,Song,Going to the Top,,,,2021-09-01 07:54:18.340746
bb80b0a3-a890-49f5-94d8-d4548a742773,Song,Liar,eng,,,2021-09-01 07:54:18.340746
f94fe2bd-00a0-31ab-ba1d-00ae186f798b,Song,What a Girl Wants,eng,,,2021-09-01 07:54:18.340746
6e7de7f3-69ff-4546-8b02-5a79743be71d,Song,Burn Down the Mission,eng,T-070.014.295-5,,2021-09-01 07:54:18.340746
9fe783f9-0e2b-4af4-a130-335a679a7e2a,Song,Prophets of Rage,eng,,,2021-09-01 07:54:18.340746
9c6efd62-60c8-471d-8cc3-b06625ede68c,Song,There’s No One Looking,eng,,,2021-09-01 07:54:18.340746
1cf5d562-68f0-43db-9d8d-c6ad36401d44,Song,Dreamlover,eng,T-070.890.318-7,,2021-09-01 07:54:18.340746
7fa1bfa2-ce99-3236-9859-9626b6f1e2ea,Song,Who Can I Turn To (When Nobody Needs Me),eng,T-071.017.448-3,,2021-09-01 07:54:18.340746
c02ce4fd-ab57-3ebb-ad28-94b15c914a94,,Jagged (AF),,,,2021-09-01 07:54:18.340746
2f843477-c190-45bc-ab26-72f3515c8f6c,,On the Jericho Road,,,,2021-09-01 07:54:18.340746
e7699f53-90e9-3b65-8317-c060ba47235a,Song,Regret,eng,T-070.274.700-9,,2021-09-01 07:54:18.340746
7dd45fd1-7cce-474e-a4a0-cc7d8c30af78,Song,Breathe,eng,,,2021-09-01 07:54:18.340746
d16649a3-a4d4-44fe-9934-c421905a31a2,Song,Shame,eng,,,2021-09-01 07:54:18.340746
93e7c115-18af-44bf-8567-a0548ef25f50,Song,We Got the Power,eng,T-921.506.378-8,,2021-09-01 07:54:18.340746
baef046f-ad19-4514-a418-aec9a7a58225,Song,If It Makes You Feel Good,eng,,,2021-09-01 07:54:18.340746
f04b4658-b3c6-4fac-b4c2-0c6ff7d3a60f,Song,Around the World,eng,,,2021-09-01 07:54:18.340746
480b5293-04fd-3de7-b8e7-103e8881f6a6,Song,Stone Cold Crazy,eng,T-010.154.480-2,,2021-09-01 07:54:18.340746
5175d279-5efc-4da9-8d15-6a4abc8bd098,Song,The Amazing Sounds of Orgy,,,,2021-09-01 07:54:18.340746
f5205edd-9ac2-391d-ab4d-fb3a4837ea87,Song,Billie Sneaks Into Dean & Dean’s / Swingin’ Uptown,eng,,,2021-09-01 07:54:18.340746
2691bcb1-9a66-4f81-84e2-8067b7d19912,Song,Untouchable,eng,,,2021-09-01 07:54:18.340746
c74cb12f-b969-3cdc-ac42-d3fa26713e17,Song,Where Is Your Heart,eng,T-072.276.650-8,,2021-09-01 07:54:18.340746
4c35b9d4-219d-48dd-8a27-fd6e46034422,Song,Leatherman,eng,T-072.230.423-5,,2021-09-01 07:54:18.340746
7cb8a112-c462-4aea-b61f-9673dcff3f92,Song,Maid of Constant Sorrow,eng,,,2021-09-01 07:54:18.340746
d6a0b79f-d516-43f2-9400-c8dcb3debd42,,Bones,,T-011.299.473-6,,2021-09-01 07:54:18.340746
00a6d93b-d308-4807-835c-b5533f67e43a,Symphonic poem,"Standing Stone: IVc. Strings Pluck, Horns Blow, Drums Beat: Rustic Dance (Rustico)",,,,2021-09-01 07:54:18.340746
4e50b26f-47cd-49fa-993b-2a2f5393c73e,Song,Members Only,,,,2021-09-01 07:54:18.340746
996a98f1-70d3-3357-bfe8-f365ed4fa9c3,Song,Heat on the Street,eng,T-010.323.282-1,,2021-09-01 07:54:18.340746
8b048d7b-e563-324e-920b-fc631640a94b,Song,Blue Light,eng,T-010.133.882-2,,2021-09-01 07:54:18.340746
1f596321-4f8a-4d9c-8237-f93fa63596eb,Song,Help the Aged,eng,T-010.259.035-1,,2021-09-01 07:54:18.340746
9400863c-f5ed-3544-b059-44d5cd1a5437,Song,Don’t Give Up,eng,T-010.320.452-9,,2021-09-01 07:54:18.340746
f937c2d4-33ef-4c21-b07e-1118e5e5bd1f,Song,"Good, Bad but Beautiful",eng,T-010.173.734-1,,2021-09-01 07:54:18.340746
33e08296-8b51-41c8-ba4a-e923809cff9b,Song,When the Machines Rock,,,,2021-09-01 07:54:18.340746
332378d2-b629-4ec1-b4ae-a0c4c937b159,Song,imagine,eng,,,2021-09-01 07:54:18.340746
ef4afe5c-a48e-398a-83da-5a766e903f4a,Song,Lean on Me,eng,T-070.101.011-8,,2021-09-01 07:54:18.340746
7ad2992a-d063-42d7-8541-215eb4dc9e85,Song,That’s the Way It Goes,eng,,,2021-09-01 07:54:18.340746
8a5ab085-9918-4dfe-89ab-0a2f207ce5e8,Song,Breakdown,eng,T-911.264.154-0,,2021-09-01 07:54:18.340746
636dd59f-cf41-4f6e-af76-779c4b38a1e7,Song,If I Had Any Sense Left at All,eng,T-910.696.998-6,,2021-09-01 07:54:18.340746
2e5d0132-ace6-4002-b6a0-45bbc44fc14b,Song,Belladonna,eng,,,2021-09-01 07:54:18.340746
8674cc74-72f7-4110-9270-2813cab54e70,Song,Dominic,eng,T-073.004.950-9,,2021-09-01 07:54:18.340746
d12c797b-eb32-43f8-aee1-7bd27a265f69,Song,Just the Two of Us,eng,,,2021-09-01 07:54:18.340746
8d905f55-d075-408d-8fa7-9eb47c53cbaf,Song,Scaredy Cat,eng,,,2021-09-01 07:54:18.340746
df8849cf-b0f9-341a-86ee-9f71191d57ad,Song,If You Can't Beat Them,eng,T-010.412.072-0,,2021-09-01 07:54:18.340746
26441a7b-1663-4a1c-8db4-6b7b47968824,Song,An Opening,eng,,,2021-09-01 07:54:18.340746
4dc461fa-ccfd-4a21-b845-2d6e1238e72e,Song,Blue Lights,eng,T-919.630.692-0,,2021-09-01 07:54:18.340746
64ada348-8979-444c-ba0c-2330a6ed3bd2,Song,Confession,eng,,,2021-09-01 07:54:18.340746
420d94fa-a0ec-4b61-a5d3-63312dabb19e,Song,Granddaddy’s Chair,eng,T-919.444.999-5,,2021-09-01 07:54:18.340746
f577894f-57a4-4af7-9cad-bf261b0ae234,Song,Station II,eng,,,2021-09-01 07:54:18.340746
7990693b-28b3-4daa-a9f7-fcb722aedafd,Song,Marbles III,eng,T-011.198.859-0,,2021-09-01 07:54:18.340746
14c60955-0e11-3db1-9753-a9482a0eb01d,Song,Maybellene,eng,T-901.126.441-8,,2021-09-01 07:54:18.340746
edbd0257-a903-4e72-9ae8-b0b062e2a533,Song,In My Field,eng,,,2021-09-01 07:54:18.340746
d58f9350-bfd0-36ec-ab84-50dc05ec8d00,Song,Play the Game,eng,T-010.072.547-0,,2021-09-01 07:54:18.340746
94eebec1-632d-44e9-b70a-32bf334ba8d4,Song,Lampiou,eng,,,2021-09-01 07:54:18.340746
fed89984-f9c5-4568-b9c6-ef6c67719d5d,Song,New Year's Resolution,eng,,,2021-09-01 07:54:18.340746
7f993193-4fb0-43d5-86fc-d34827b3ae84,Song,Time of Our Lives,eng,,,2021-09-01 07:54:18.340746
a3948ddb-d173-47b1-8711-baba0c89c4d7,Song,Just a Little Bit of Love,eng,,,2021-09-01 07:54:18.340746
672e2a4d-1479-45b4-9fcf-96b39b5295c9,Song,Lowdown Popcorn,,,,2021-09-01 07:54:18.340746
bef71142-82d7-4c95-9be1-308e5d3b7495,Song,Crank Call,eng,T-900.224.195-4,,2021-09-01 07:54:18.340746
a684800a-c0b0-3dda-ab78-d09f79ca7cd3,Song,St. Louis Blues,eng,,,2021-09-01 07:54:18.340746
38766348-76b0-42a7-9237-7c48e487b012,Song,No Brainer,eng,,,2021-09-01 07:54:18.340746
4d6726ba-291a-49f3-9901-a1643678403c,Song,No Words,eng,,,2021-09-01 07:54:18.340746
f1a6e60e-1189-40de-9d92-729d19f66cc3,Song,Let My Love Open the Door,eng,T-010.003.259-4,,2021-09-01 07:54:18.340746
73605316-c4f6-43a7-a0fc-8b80ed0399f6,Song,Creep,eng,,,2021-09-01 07:54:18.340746
9cc35895-e01f-3dd0-b3b1-a07a466c8905,,Love's Been Rough on Me,,,,2021-09-01 07:54:18.340746
8c547b37-aacc-48d6-9a30-105b918a57bb,Song,Personal Heaven,eng,,,2021-09-01 07:54:18.340746
bd678097-48f3-40f7-a166-f31a7fab9770,Song,Lila Luftballon,deu,,,2021-09-01 07:54:18.340746
e47f81c9-b64e-4a7a-9c9b-236bcc69f8f8,Song,Fear Loves This Place,eng,,,2021-09-01 07:54:18.340746
c4a9cab4-e97c-4aa6-86de-fa60b342410d,Song,Pulsar,eng,,,2021-09-01 07:54:18.340746
9d45f541-eb3e-4795-8ef2-ccd0be1518c2,Song,Sleep With You,eng,,,2021-09-01 07:54:18.340746
4a791afb-42c7-4aab-acb6-f63d4fb8b3d1,Song,MMM Yeah,eng,T-914.134.298-5,,2021-09-01 07:54:18.340746
269042b5-df85-4520-90e2-c4469da3a50e,Song,Ominous,eng,,,2021-09-01 07:54:18.340746
9687bb8e-c413-49c7-9b0a-033c68df6ac9,Song,Ball & Chain,eng,,,2021-09-01 07:54:18.340746
c155c56e-f776-4447-979f-db4c9d5f8b1e,Song,7 Rings (feat. 2 Chainz),eng,T-927.990.091-3,,2021-09-01 07:54:18.340746
26659bee-c5fd-4251-b074-1c0f77d3579d,Song,(Feeling Like a) Demon Again,eng,,,2021-09-01 07:54:18.340746
c5b46a01-76b9-43f5-ba76-a0acf8e0db62,Song,Forever in My Dreams,eng,T-913.015.854-2,,2021-09-01 07:54:18.340746
e4efd294-6c4f-4624-8228-b300b7ff127d,Song,She's 22,,T-911.605.838-9,,2021-09-01 07:54:18.340746
1411ffa0-4042-3941-a663-66754de42b8f,Song,When a Man Loves a Woman,eng,T-011.238.602-3,,2021-09-01 07:54:18.340746
1e575994-5fd2-44c4-ad65-63897c014259,Song,Animations,eng,T-903.038.197-6,,2021-09-01 07:54:18.340746
d619226f-3320-471a-8abd-a80a77d0593d,Song,Kinsale,nld,,,2021-09-01 07:54:18.340746
0df4d51b-442c-3305-96f6-e4b9db4dc9b4,Song,The Speed of Pain,eng,,,2021-09-01 07:54:18.340746
02e5f9e1-0318-448e-a201-6acf3d3c0bdd,Song,Love of My Life,eng,T-910.406.182-7,,2021-09-01 07:54:18.340746
21c5146f-c409-4ebe-bf94-381dc44eb4ab,Song,Guitar Man,eng,,,2021-09-01 07:54:18.340746
4ae0376d-ceb5-496e-b906-efafbcc1575e,Song,About You,eng,,,2021-09-01 07:54:18.340746
282f40c9-a5be-497a-963a-c4f20c17b07e,Song,With You,eng,,,2021-09-01 07:54:18.340746
c5ccf9b9-7e99-30cf-a5a9-b7d0ffa77772,Song,I'm Losing You,eng,,,2021-09-01 07:54:18.340746
5c7e1989-925d-43c9-bcef-fcbe8141b5af,,Never Let You Go,,,,2021-09-01 07:54:18.340746
42c558a8-9f2c-4a8a-bc74-475658ae2636,Song,What About You,,,,2021-09-01 07:54:18.340746
968ee3c5-21fa-35de-88f9-bd1c300ac3ee,Song,Stairway to Heaven,eng,T-070.141.490-5,,2021-09-01 07:54:18.340746
ced1e3ca-9e67-464e-90d2-4378bdcbf8d9,Song,Hawaiian Sunset,,T-915.742.464-1,,2021-09-01 07:54:18.340746
e1c18aa1-b5b0-4fe0-baaa-ab4a770db9e1,Song,Woman,eng,,,2021-09-01 07:54:18.340746
27616d96-bc5e-4461-92dc-fd5057a7a60b,Song,She’s a Mystery,eng,T-906.156.118-0,,2021-09-01 07:54:18.340746
f1a3782b-f388-3ee4-9808-665312928f84,Song,White Light/White Heat,eng,T-070.247.956-8,,2021-09-01 07:54:18.340746
333a1fdf-c4ad-436a-9195-4bb857c66af7,Song,Valley of Deception,eng,,,2021-09-01 07:54:18.340746
0b6aca29-05e8-4556-867c-c8d0fa721cb2,Song,Save Me,eng,,,2021-09-01 07:54:18.340746
c90fbaff-b414-4a7c-b10d-796436d904ff,Song,Can’t Get Back to the Baseline,eng,,,2021-09-01 07:54:18.340746
24e37cb2-e725-4946-a021-6b889224b5c1,Song,Homesick,eng,,,2021-09-01 07:54:18.340746
d50924d0-caab-31b2-842c-6583ef0ffa46,Song,Thinking About You,eng,T-011.436.628-7,,2021-09-01 07:54:18.340746
19fff9d4-5a0b-3afd-ba7b-eb59d5f09d08,Song,Billie Jean,eng,T-070.233.007-1,,2021-09-01 07:54:18.340746
0742ba99-f0d7-3ff7-8f9d-fc652e7d7787,,Hoedown Throwdown,,,,2021-09-01 07:54:18.340746
f687edf5-1c19-4f91-9934-b9e9a0920295,Song,The World Is Yours,eng,,Cookin’ Soul remix,2021-09-01 07:54:18.340746
07f1f3cd-e9dc-34db-9b35-6848c362677c,Song,Valentine’s Day,eng,,,2021-09-01 07:54:18.340746
e3f005e4-92f2-4dcb-a6b1-24c90133cb1b,Song,Never Destination,eng,T-932.155.176-2,,2021-09-01 07:54:18.340746
758a4781-726a-35b8-9fe6-a4ba175e07c6,Song,The End,eng,T-010.436.800-4,,2021-09-01 07:54:18.340746
9e769865-6aab-3a39-971d-c6c4625225e4,Song,Betcha Can't Wait,eng,,,2021-09-01 07:54:18.340746
7f4e89bb-f32d-3265-8676-4a7906de78df,Song,Hot Patootie (Bless My Soul),eng,T-010.137.731-4,,2021-09-01 07:54:18.340746
8ae9391c-45f2-3508-982d-87cd1be92451,Song,Leash,eng,T-070.103.776-4,,2021-09-01 07:54:18.340746
f95ba9d6-9e74-43bf-8c7b-54c650717bbb,Song,Joy of Life / Trout in the Bath,zxx,,,2021-09-01 07:54:18.340746
746d0e4d-1a43-4666-bc60-38681b66a76e,Song,Dressed to Kill,eng,,,2021-09-01 07:54:18.340746
48733ae7-c846-3edc-8b23-ed355c0f7e13,Song,Cattle Call,eng,T-070.024.218-7,,2021-09-01 07:54:18.340746
84fad6de-6677-3087-804a-f25ab1ea1439,,Stream,,,,2021-09-01 07:54:18.340746
9e86bf1f-ae16-4942-94f9-562f2e3439f6,Song,Darkest Hour,eng,,,2021-09-01 07:54:18.340746
ca0fa145-9d0e-497b-8dd6-141feed6235b,Song,Here for You,eng,,,2021-09-01 07:54:18.340746
dbb2f65d-9bbd-402e-8cf0-8c0794dd6ebe,,Se Sequi,,,,2021-09-01 07:54:18.340746
59cf6016-2278-4d54-922c-1efd27243296,Song,Herne the Hunter,eng,,Black Forest,2021-09-01 07:54:18.340746
911cc52e-0060-4043-b961-d9d37151dbf6,Song,"Corrine, Corrina",eng,,,2021-09-01 07:54:18.340746
bb14200b-627c-4d8b-be6e-9656ee35f06a,Song,Senjutsu,eng,,,2021-09-01 07:54:18.340746
1a4fa32a-5667-3033-ae36-e8d4d5f815bf,Song,Be Quick or Be Dead,eng,,,2021-09-01 07:54:18.340746
4bc17ec3-193a-4817-b50e-6535bba99539,Song,Zij is van mij,nld,,,2021-09-01 07:54:18.340746
d682a62a-3901-3e48-acd5-53addddbbd3e,Song,Tellement j'ai d'amour pour toi,fra,T-003.033.975-3,,2021-09-01 07:54:18.340746
7b0746e6-a4ca-3fa8-92ef-5387696d893a,,Shock and Awe,,,,2021-09-01 07:54:18.340746
1608439a-ec89-41b0-8aa7-602426ea1608,Song,Keep It Real (interlude),eng,,,2021-09-01 07:54:18.340746
57cc63bc-1433-4f20-88c2-09e434a5bc2f,Song,Murderer,eng,,,2021-09-01 07:54:18.340746
cbd1f31f-be41-3896-990c-c4c0d6800434,Song,Prelude (The Family Trip),eng,,,2021-09-01 07:54:18.340746
10babc93-a6ea-3b30-a1e8-8e71b5bb4f72,Song,Touch Me in the Morning,eng,T-070.929.170-2,,2021-09-01 07:54:18.340746
52219c9e-5eef-4004-bd36-3d4b5e8a0664,Song,Getaway,eng,T-913.493.549-2,,2021-09-01 07:54:18.340746
1b4a5af4-cae4-3ef0-ad75-2d477312648a,Song,21 Guns,eng,,,2021-09-01 07:54:18.340746
e8000807-06bc-49ff-a96a-8ae1116e25e6,,Ambient Guitars,zxx,,Tubular Bells,2021-09-01 07:54:18.340746
